0.00000000	-0.00000000	-0.38386061	0.00777820	0.00381637	0.00000000	-0.00430210	-0.00211082	0.00247014	0.00000000	-0.00000000	-0.00370555	2051
0.00000000	-0.00000000	-0.83016725	0.00813891	-0.00053667	0.00000000	-0.00013768	0.00166146	0.00243873	0.00000000	-0.00000000	-0.00297310	4671
0.00000000	-0.00000000	-0.88249939	0.01096597	-0.00320951	0.00000000	-0.00156884	0.00148326	0.00162313	0.00000000	-0.00000000	-0.00050686	6473
0.00000000	-0.00000000	-1.10961661	0.01384834	-0.00890735	0.00000000	-0.00131495	0.00259938	0.00438633	0.00000000	-0.00000000	-0.00180837	8665
0.00000000	-0.00000000	-0.95306686	0.01945527	-0.02493947	0.00000000	-0.00631411	0.01805419	0.00855446	0.00000000	-0.00000000	0.00307692	9553
0.00000000	-0.00000000	-1.09452348	0.02218727	-0.03316579	0.00000000	-0.00559836	0.01685723	0.01162021	0.00000000	-0.00000000	-0.00505919	10041
0.00000000	-0.00000000	-1.34619302	0.02018574	-0.03489789	0.00000000	0.00398712	0.00345039	0.00005239	0.00000000	-0.00000000	-0.00874992	10543
0.00000000	-0.00000000	-1.54626459	0.02042902	-0.03602144	0.00000000	-0.00055543	0.00256518	0.02294314	0.00000000	-0.00000000	-0.00797239	10981
0.00000000	-0.00000000	-1.74869037	0.02382319	-0.04406117	0.00000000	-0.00833949	0.01975365	0.00278523	0.00000000	-0.00000000	-0.00868059	11388
0.00000000	-0.00000000	-2.43751809	0.02502481	-0.03969445	0.00000000	-0.00253506	-0.00921249	0.01633697	0.00000000	-0.00000000	-0.02536353	11862
0.00000000	-0.00000000	-3.01365707	0.02797196	-0.03697131	0.00000000	-0.00671332	-0.00620306	0.02165179	0.00000000	-0.00000000	-0.02290552	12301
0.00000000	-0.00000000	-3.27612961	0.02340543	-0.04055782	0.00000000	0.00977843	0.00767990	0.01757701	0.00000000	-0.00000000	-0.00980944	12768
0.00000000	-0.00000000	-4.12127417	0.01189987	-0.03631787	0.00000000	0.02479647	-0.00913784	0.02010150	0.00000000	-0.00000000	-0.03178999	13232
0.00000000	-0.00000000	-4.19057885	0.01051558	-0.04200933	0.00000000	0.00296421	0.01218730	0.05626988	0.00000000	-0.00000000	-0.00259014	13699
0.00000000	-0.00000000	-4.19931584	0.01926541	-0.04691201	0.00000000	-0.01865635	0.01045347	0.03707331	0.00000000	-0.00000000	-0.00032515	14168
0.00000000	-0.00000000	-4.18104403	0.01637655	-0.05176861	0.00000000	0.00552362	0.00928603	0.02186870	0.00000000	-0.00000000	0.00060976	14691
0.00000000	-0.00000000	-3.66279577	0.01735144	-0.06987692	0.00000000	-0.00212394	0.03945167	0.02184302	0.00000000	-0.00000000	0.01970620	15150
0.00000000	-0.00000000	-3.32508353	0.01920023	-0.07287970	0.00000000	-0.00431960	0.00701583	-0.00171511	0.00000000	-0.00000000	0.01377147	15578
0.00000000	-0.00000000	-3.62745955	0.02165429	-0.06486621	0.00000000	-0.00602961	-0.01968917	0.00285425	0.00000000	-0.00000000	-0.01296673	15985
0.00000000	-0.00000000	-3.46579719	0.03258834	-0.05894148	0.00000000	-0.02403088	-0.01302137	0.02344465	0.00000000	-0.00000000	0.00620119	16440
0.00000000	-0.00000000	-3.56160372	0.03749257	-0.06642891	0.00000000	-0.00992760	0.01515674	0.00881099	0.00000000	-0.00000000	-0.00338489	16934
0.00000000	-0.00000000	-2.63336944	0.03610416	-0.07204220	0.00000000	0.00276576	0.01118185	0.00940221	0.00000000	-0.00000000	0.03227240	17436
0.00000000	-0.00000000	-1.94869464	0.02707836	-0.08148817	0.00000000	0.01769764	0.01852152	0.02787827	0.00000000	-0.00000000	0.02343104	17946
0.00000000	-0.00000000	-2.76365293	0.01281483	-0.05879473	0.00000000	0.02686165	-0.04273718	-0.00659654	0.00000000	-0.00000000	-0.02678664	18477
0.00000000	-0.00000000	-3.19865389	0.01248355	-0.04336444	0.00000000	0.00044647	-0.02079555	0.00530600	0.00000000	-0.00000000	-0.01023207	19219
1.21244403	1.68102144	-3.47100807	0.04581510	-0.06095689	0.00000000	-0.07423509	0.03918141	0.00846558	0.05070225	0.06261247	-0.01056549	19668
1.21244403	1.68102122	-2.94038833	0.05276290	-0.05318022	0.00000000	-0.01604573	-0.01795997	-0.01526582	0.00000000	-0.00000000	0.02138814	20101
1.21244403	1.68102101	-2.41330323	0.06857324	-0.04501167	0.00000000	-0.03414759	-0.01764267	0.00962631	0.00000000	-0.00000000	0.01986905	20564
1.21244403	1.68102080	-2.13526726	0.07758026	-0.04522548	0.00000000	-0.01755756	0.00041678	0.00937161	0.00000000	-0.00000000	0.00945934	21077
1.21244403	1.68102058	-2.05881017	0.08992620	-0.04607560	0.00000000	-0.02464259	0.00169686	0.00258795	0.00000000	-0.00000000	0.00266352	21578
1.21244403	1.68102037	-2.15394900	0.09394159	-0.04460322	0.00000000	-0.00880568	-0.00322891	0.00078639	0.00000000	-0.00000000	-0.00364141	22034
1.21244403	1.68101973	-2.65730096	0.12377097	-0.04798757	0.00000000	-0.01211356	0.01410225	0.00492874	0.00000000	-0.00000000	0.00934939	24605
1.21244403	1.68101952	-2.83084896	0.12602561	-0.05345452	0.00000000	-0.00585620	0.01419988	-0.00723870	0.00000000	-0.00000000	-0.00786750	24990
1.21244403	1.68101930	-3.18826047	0.12673761	-0.05859284	0.00000000	-0.00059882	0.00432155	-0.00021452	0.00000000	-0.00000000	-0.00524643	26179
1.21244403	1.68101909	-3.17051909	0.12944220	-0.06311557	0.00000000	-0.00306642	0.00512780	0.00147168	0.00000000	-0.00000000	0.00035106	27061
1.21244403	1.68101888	-2.75749411	0.12623150	-0.06509106	0.00000000	0.00806707	0.00496355	-0.00381172	0.00000000	-0.00000000	0.01811217	27459
1.21244403	1.68101866	-2.63362257	0.13329781	-0.06363157	0.00000000	-0.01753426	-0.00362157	0.00152132	0.00000000	-0.00000000	0.00536467	27862
1.21244403	1.68101845	-2.83098190	0.13607506	-0.06727831	0.00000000	-0.00172286	0.00226225	0.00101283	0.00000000	-0.00000000	-0.00213683	29474
1.21244403	1.68101824	-2.54311892	0.12774055	-0.06575445	0.00000000	0.01831760	-0.00334915	0.03555560	0.00000000	-0.00000000	0.01104211	29929
