0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.174533;0.174533;1.000000;0.050000;0.050000;0.050000
3.000000;3.000000;3.000000;2.314807;3.180690;3.261292;0.399066;0.399066;2.050000;0.143407;0.155766;0.150399
6.314807;7.180690;7.261292;3.946681;2.967179;8.651120;0.717006;0.729365;3.200399;0.317923;0.377698;0.350890
11.261489;11.147869;16.912412;13.059868;-4.327983;14.305746;1.209461;1.281596;4.551289;0.636349;0.841175;0.754693
25.321357;7.819885;32.218158;27.869925;-17.164432;7.496438;2.020343;2.297304;6.305982;1.233490;1.795901;1.559348
54.191281;-8.344547;40.714596;42.258544;14.522761;4.955263;3.428366;4.267738;8.865330;2.298038;3.777946;3.169904
97.449825;7.178214;46.669859;59.535350;-5.899482;42.824387;5.900937;8.220216;13.035234;4.200270;7.854055;6.386652
157.985176;2.278732;90.494246;79.784021;-9.967208;-26.794857;10.275740;16.248804;20.421886;7.574487;16.083527;12.945712
238.769197;-6.688476;64.699389;131.126271;-40.492501;-104.282252;18.024760;32.506864;34.367598;13.399097;32.714385;26.262128
370.895468;-46.180977;-38.582863;84.236119;47.848858;-110.416548;31.598391;65.395782;61.629725;23.054563;66.238010;53.304725
456.131587;2.667881;-147.999411;-81.846958;-20.819681;-69.850664;54.827487;131.808325;115.934451;37.822865;134.660988;106.965886
375.284629;-17.151800;-216.850075;-52.872477;-76.003917;-55.608523;92.824884;266.643846;223.900336;59.289947;272.988000;213.969330
323.412152;-92.155717;-271.458598;-13.239090;-2.622274;-134.761173;152.289364;539.806379;438.869666;84.135745;551.612565;427.619203
311.173062;-93.777991;-405.219772;55.213141;118.897757;-133.862024;236.599642;1091.593477;867.488869;96.323597;1099.031513;868.655648
367.386203;26.119767;-538.081796;197.833858;61.877427;-251.739771;333.097772;2190.799524;1737.144517;51.404758;2202.370969;1736.099664
566.220062;88.997193;-788.821567;340.820822;39.009685;-324.702170;384.677062;4393.345026;3474.244180;-194.957742;4351.260704;3521.839172
908.040884;129.006879;-1112.523736;34.038563;404.462051;-469.360778;189.893853;8744.780262;6997.083352;-966.787043;8563.554258;7132.741629
943.079446;534.468930;-1580.884515;542.970306;177.268858;-750.887359;-776.718657;17308.509053;14130.824982;-3087.540756;16788.965537;14414.359569
1487.049752;712.737787;-2330.771874;1328.547023;-349.926714;-1108.358188;-3864.084880;34097.649123;28546.184551;-8534.969647;32793.201455;29030.525809
2816.596775;363.811074;-3438.130062;2971.640668;1020.145116;-1213.444253;-12398.879994;66891.025111;57577.710360;-21746.628911;63794.218069;58308.089130
5789.237443;1384.956190;-4650.574315;2073.585554;1264.486801;1929.763060;-34145.334372;130685.417712;115886.799490;-52716.398730;123574.151624;116790.767006
7863.822997;2650.442991;-2719.811255;3824.551060;-504.309026;3207.807088;-86861.558570;254259.743869;232678.566496;-123472.940692;238190.815140;233432.243174
11689.374057;2147.133965;488.995833;2087.097241;1891.029222;1790.538226;-210334.324728;492450.733542;466111.809670;-282101.431286;457313.163860;464942.469688
13777.471297;4039.163187;2280.534059;1720.329713;-306.962093;3628.821280;-492435.581481;949764.071935;931055.279358;-632196.079142;873899.614187;923534.548725
15498.801011;3733.201093;5910.355339;-255.518602;-246.295279;4473.794739;-1124631.486091;1823663.860655;1854590.828083;-1367266.249599;1663524.087337;1850740.100210
