x; y; z; vx; vy; vz; phi; teta; psi; omegaX; omegaY; omegaZ
3.066499;-1.806909;-0.051331;-1.289597;-1.241454;-3.011391;0.187575;10.423800;100.423194;-3.872155;-0.124367;0.084575
3.064826;-1.801553;-0.051655;-1.294394;-1.227189;-3.010798;0.187575;10.423800;101.148320;-3.883470;-0.124258;0.075985
3.059670;-1.793917;-0.053163;-1.294923;-1.224826;-3.005720;0.187575;10.423800;102.337219;-3.849580;-0.124567;0.107885
3.052536;-1.776093;-0.064260;-1.294901;-1.234899;-2.977900;0.188268;10.621747;104.023139;-4.485968;-0.125413;0.146264
3.052494;-1.771993;-0.050431;-1.313068;-1.187129;-2.987462;0.188533;10.697355;105.255564;-4.334263;-0.125289;0.134310
3.053028;-1.767737;-0.050793;-1.348676;-1.170464;-2.992616;0.188634;10.726235;106.709374;-4.187867;-0.125488;0.150912
3.056682;-1.760561;-0.049787;-1.392089;-1.169518;-3.000103;0.188673;10.737266;108.238229;-4.076648;-0.125605;0.160003
3.056274;-1.757954;-0.049248;-1.419781;-1.157927;-3.009589;0.188687;10.741480;109.527230;-4.012452;-0.125477;0.152258
3.060597;-1.757150;-0.056404;-1.459934;-1.147511;-3.003085;0.188693;10.743089;110.278742;-3.998040;-0.125043;0.120841
3.075876;-1.754758;-0.051651;-1.522242;-1.155925;-3.010231;0.188695;10.743704;111.030660;-3.971204;-0.124862;0.111475
3.080980;-1.750941;-0.046986;-1.541328;-1.174172;-3.031622;0.188696;10.743939;111.967958;-3.936463;-0.124856;0.116422
3.084662;-1.749172;-0.050409;-1.551124;-1.167376;-3.041696;0.188696;10.744029;113.047772;-3.904393;-0.124898;0.119657
3.089759;-1.752158;-0.050581;-1.568173;-1.146244;-3.048599;0.188889;10.461648;114.730428;-3.020347;-0.118298;0.153586
3.095452;-1.753498;-0.055677;-1.589407;-1.132608;-3.040698;0.192909;10.370082;116.658653;-3.527511;-0.109345;0.177884
3.094072;-1.741753;-0.039773;-1.597646;-1.139167;-3.066548;0.194444;10.335108;118.372888;-3.581611;-0.113157;0.181945
3.096704;-1.741380;-0.052531;-1.618115;-1.091702;-3.059137;0.195031;10.321751;119.363226;-3.665537;-0.115661;0.145922
3.097376;-1.740250;-0.050199;-1.647235;-1.081127;-3.057440;0.195255;10.316648;120.504424;-3.698587;-0.117865;0.143565
3.094217;-1.736330;-0.051351;-1.668148;-1.081185;-3.054934;0.195340;10.314699;121.560025;-3.733226;-0.119457;0.135276
3.093658;-1.733431;-0.058918;-1.693986;-1.072967;-3.036659;0.195373;10.313955;122.649905;-3.754135;-0.120723;0.136001
3.097768;-1.729830;-0.053329;-1.729202;-1.069356;-3.036648;0.195385;10.313671;123.670733;-3.775698;-0.121637;0.129828
3.100949;-1.724085;-0.054123;-1.757950;-1.072588;-3.036489;0.195390;10.313562;124.896192;-3.774468;-0.122495;0.141565
3.103115;-1.718605;-0.050978;-1.781052;-1.065464;-3.044561;0.195392;10.313521;126.045137;-3.784792;-0.123045;0.140595
3.100352;-1.713126;-0.054270;-1.794416;-1.055518;-3.044319;0.195393;10.313505;127.158048;-3.792965;-0.123461;0.136970
3.099720;-1.707191;-0.055968;-1.817796;-1.046084;-3.038853;0.195393;10.313499;128.306208;-3.795296;-0.123815;0.141274
3.098502;-1.699824;-0.056505;-1.840878;-1.039551;-3.034908;0.195393;10.313496;129.732194;-3.776695;-0.124265;0.157731
3.087315;-1.692947;-0.058001;-1.843379;-1.025039;-3.029173;0.192751;10.480169;131.522396;-3.830102;-0.137620;0.185639
3.087209;-1.681788;-0.069341;-1.887464;-1.012051;-3.002669;0.193904;10.543635;134.282476;-3.960203;-0.130829;0.243908
3.086192;-1.676165;-0.058993;-1.931523;-0.975088;-2.999671;0.194345;10.567876;136.274037;-3.902444;-0.129618;0.237148
3.088004;-1.657156;-0.062314;-1.990920;-0.988347;-2.991711;0.199172;10.755023;138.249969;-4.946623;-0.126557;0.244222
3.094704;-1.638568;-0.062206;-2.052987;-0.961795;-2.993041;0.208130;10.921203;140.229321;-5.785054;-0.117313;0.239443
3.098610;-1.632607;-0.059273;-2.110204;-0.906233;-3.004004;0.211552;10.984678;141.869767;-5.308169;-0.119560;0.220404
3.108523;-1.613336;-0.065511;-2.188770;-0.915995;-3.003277;0.220797;11.063196;143.826568;-6.130666;-0.110128;0.226059
3.115974;-1.615739;-0.073321;-2.249744;-0.842391;-2.985379;0.224329;11.093188;145.470465;-5.575300;-0.114143;0.217726
3.119008;-1.617395;-0.053864;-2.306254;-0.828284;-3.020727;0.225678;11.104643;146.854080;-5.158741;-0.116973;0.192617
3.145113;-1.621156;-0.055320;-2.421044;-0.805735;-3.044037;0.230703;10.391852;148.467869;-4.259077;-0.071450;0.203728
3.152826;-1.613723;-0.057825;-2.454854;-0.821122;-3.055620;0.236553;9.946456;151.158944;-4.503091;-0.069271;0.272292
3.151160;-1.610798;-0.057829;-2.463005;-0.762240;-3.054001;0.238787;9.776330;153.153822;-4.351560;-0.082720;0.250970
3.144748;-1.610532;-0.049144;-2.475694;-0.720537;-3.064144;0.239641;9.711348;154.888552;-4.227468;-0.092969;0.238437
3.138350;-1.621922;-0.060256;-2.500668;-0.665590;-3.046106;0.239967;9.686527;156.564024;-4.124206;-0.100805;0.227819
3.134116;-1.620562;-0.050268;-2.537104;-0.670195;-3.051251;0.243267;9.547390;158.511786;-4.438164;-0.096112;0.239943
3.102695;-1.621376;-0.057783;-2.509018;-0.630522;-3.033304;0.242321;10.128138;160.581816;-4.515882;-0.139396;0.250127
3.096341;-1.623246;-0.052607;-2.571194;-0.590503;-3.030429;0.241959;10.349964;162.297254;-4.323064;-0.136249;0.230754
3.091832;-1.627062;-0.067839;-2.630223;-0.561266;-2.995912;0.244271;10.308876;164.112884;-4.539389;-0.123688;0.240878
3.086409;-1.632364;-0.065641;-2.679018;-0.532881;-2.978039;0.245154;10.293181;165.728778;-4.350179;-0.124253;0.228507
3.086984;-1.627464;-0.066456;-2.736089;-0.532089;-2.962467;0.249458;10.053374;168.174742;-4.719857;-0.109414;0.269126
3.082116;-1.622005;-0.050960;-2.768502;-0.487314;-2.972971;0.251103;9.961777;170.040824;-4.495543;-0.113390;0.244877
3.093974;-1.618922;-0.058874;-2.838969;-0.447488;-2.959782;0.258029;9.559854;171.927266;-5.357327;-0.092785;0.241733
3.080263;-1.621153;-0.050168;-2.828726;-0.397701;-2.959695;0.257617;9.483458;173.761348;-4.422937;-0.106312;0.241751
3.074201;-1.622412;-0.046740;-2.850643;-0.367168;-2.959812;0.257460;9.454277;175.279881;-4.277981;-0.110877;0.218158
3.044226;-1.628773;-0.056258;-2.815179;-0.327627;-2.937089;0.251885;10.159859;177.002173;-3.177934;-0.156870;0.226762
3.044828;-1.609367;-0.052569;-2.878416;-0.359094;-2.933251;0.249755;10.429368;178.565944;-3.292803;-0.149352;0.213784
3.043993;-1.601064;-0.040931;-2.925035;-0.300017;-2.947686;0.248942;10.532311;-42.637586;-3.404559;-0.143504;0.182084
3.037162;-1.601173;-0.049657;-3.031924;0.190954;-2.453910;0.248268;10.656514;-125.654897;-3.358662;-0.143328;0.195937
3.034630;-1.591580;-0.054641;-2.951947;0.602719;-2.311374;0.248011;10.703954;-156.388651;-3.432238;-0.139081;0.194540
3.032860;-1.580087;-0.050342;-2.851239;0.123670;-2.446298;0.247912;10.722075;-167.269171;-3.501087;-0.135779;0.188628
3.024204;-1.576575;-0.044596;-2.852995;-0.075406;-2.559798;0.247875;10.728996;-170.516579;-3.551253;-0.133300;0.180289
3.023831;-1.569213;-0.053768;-2.895030;-0.138256;-2.623067;0.247861;10.731640;-171.234214;-3.622747;-0.131168;0.157489
3.025677;-1.553782;-0.044638;-2.937541;-0.160491;-2.688478;0.247855;10.732650;-170.947266;-3.674949;-0.129572;0.142072
3.020057;-1.550962;-0.047972;-2.958109;-0.117086;-2.729028;0.247853;10.733036;-169.939439;-3.688386;-0.128581;0.151225
3.015692;-1.542025;-0.057566;-2.979163;-0.107982;-2.739817;0.254401;10.552129;-166.985195;-4.877168;-0.123151;0.247102
3.015307;-1.539059;-0.046426;-3.001203;-0.029584;-2.749514;0.256902;10.483029;-165.101603;-4.621249;-0.123753;0.222399
3.017962;-1.536893;-0.044233;-3.016838;0.013338;-2.758145;0.257857;10.456635;-163.576333;-4.421592;-0.124220;0.209675
3.024444;-1.523940;-0.046135;-3.031618;0.022549;-2.755188;0.258222;10.446553;-162.208040;-4.270378;-0.124530;0.194984
3.028114;-1.509949;-0.043194;-3.033721;0.050946;-2.751430;0.258361;10.442703;-160.924477;-4.156617;-0.124725;0.180398
3.043652;-1.508682;-0.039063;-3.058299;0.102848;-2.752965;0.256882;9.916750;-159.118501;-4.394293;-0.095163;0.203191
3.056140;-1.501059;-0.051095;-3.053492;0.121239;-2.718388;0.256764;9.326053;-156.904625;-4.830413;-0.082383;0.233116
3.060836;-1.492134;-0.043316;-3.017172;0.155891;-2.687209;0.257804;8.808407;-154.809126;-5.155667;-0.080406;0.233106
3.061197;-1.494511;-0.049536;-2.965583;0.208929;-2.634601;0.257705;8.508586;-152.729582;-4.905670;-0.085803;0.238650
3.059439;-1.493960;-0.054047;-2.904375;0.224472;-2.574633;0.257667;8.394065;-151.060295;-4.654101;-0.095338;0.225445
3.058640;-1.488878;-0.054010;-2.851709;0.228165;-2.521896;0.258572;8.167959;-149.081284;-4.847934;-0.096394;0.229045
3.055686;-1.480041;-0.054607;-2.797203;0.235724;-2.465297;0.260399;7.933990;-147.131742;-5.126830;-0.098990;0.236194
3.061957;-1.471641;-0.051276;-2.767298;0.253667;-2.416216;0.261741;7.405557;-144.762341;-5.765179;-0.085854;0.265310
3.068212;-1.461351;-0.055001;-2.725749;0.275633;-2.353392;0.262399;6.830344;-142.456629;-6.105217;-0.078906;0.273201
3.073462;-1.452336;-0.053170;-2.672941;0.298596;-2.293429;0.259579;6.338879;-140.482645;-5.717711;-0.071718;0.261291
3.067230;-1.449222;-0.060412;-2.589885;0.319182;-2.221490;0.256325;6.202346;-138.465108;-4.795737;-0.082150;0.269725
3.055676;-1.445509;-0.060531;-2.508018;0.317263;-2.166127;0.255593;6.132900;-136.282913;-4.653271;-0.093468;0.273854
3.039919;-1.436791;-0.038269;-2.430209;0.306610;-2.162890;0.255313;6.106374;-134.503635;-4.453054;-0.101210;0.255479
3.032273;-1.431254;-0.052590;-2.393104;0.315813;-2.124877;0.255206;6.096242;-132.762458;-4.288336;-0.107182;0.240692
3.029175;-1.425745;-0.065059;-2.366220;0.322743;-2.066454;0.255165;6.092372;-131.077928;-4.161372;-0.111678;0.230450
3.022501;-1.419690;-0.058884;-2.329449;0.327570;-2.028140;0.253363;6.158549;-129.281097;-3.630549;-0.112859;0.237052
3.023416;-1.397887;-0.049556;-2.315880;0.301945;-2.016594;0.252920;5.572790;-127.338327;-5.227438;-0.096263;0.237485
3.027668;-1.380340;-0.077803;-2.310244;0.318595;-1.932357;0.251373;4.879029;-125.417644;-6.108363;-0.082504;0.243065
3.009600;-1.371046;-0.049737;-2.238502;0.349227;-1.919579;0.253441;4.453622;-123.268163;-6.261924;-0.095922;0.252523
3.006019;-1.357661;-0.052242;-2.201139;0.340744;-1.898559;0.252880;3.901249;-121.216233;-6.696305;-0.087433;0.254647
3.005761;-1.334160;-0.051665;-2.171105;0.326567;-1.875286;0.251554;3.084501;-119.332962;-7.566612;-0.078290;0.240529
2.985113;-1.318715;-0.054951;-2.093450;0.339731;-1.840279;0.255750;2.513048;-117.451631;-7.935901;-0.097901;0.241588
2.973642;-1.315779;-0.043840;-2.045461;0.357760;-1.831256;0.257353;2.294773;-115.702238;-6.953026;-0.105305;0.236142
2.963821;-1.260834;-0.110505;-2.002275;0.246864;-1.691091;0.246042;0.534789;-111.211189;-10.137290;-0.039757;0.377617
2.951492;-1.255849;-0.045839;-1.988564;0.330517;-1.695420;0.241722;-0.137465;-108.912952;-8.682778;-0.060474;0.298910
2.940471;-1.253910;-0.048962;-1.933439;0.355730;-1.695060;0.240072;-0.394243;-107.378372;-7.561405;-0.076259;0.256103
2.920648;-1.245331;-0.043549;-1.860536;0.336317;-1.708525;0.239442;-0.492324;-105.842408;-6.684537;-0.088590;0.238497
2.914431;-1.236841;-0.045806;-1.840896;0.314445;-1.718794;0.239201;-0.529787;-104.825674;-6.035883;-0.097207;0.198081
2.906276;-1.228744;-0.050768;-1.826357;0.308696;-1.715889;0.239109;-0.544097;-103.794085;-5.525260;-0.103976;0.179185
2.901893;-1.227175;-0.049534;-1.825926;0.321510;-1.716373;0.239074;-0.549563;-102.828064;-5.137065;-0.109013;0.160507
2.898446;-1.220651;-0.047164;-1.822171;0.317965;-1.720643;0.239060;-0.551651;-102.256218;-4.863598;-0.112466;0.123513
2.889890;-1.211035;-0.047939;-1.806666;0.310048;-1.722554;0.239055;-0.552448;-101.893682;-4.658339;-0.115040;0.093084
2.880714;-1.203950;-0.049153;-1.798652;0.311685;-1.722052;0.239053;-0.552753;-101.472565;-4.491456;-0.117121;0.077496
2.873832;-1.199906;-0.047461;-1.796733;0.317298;-1.725771;0.239052;-0.552870;-100.880221;-4.352831;-0.118826;0.075362
2.868908;-1.193083;-0.043173;-1.797591;0.314654;-1.736996;0.239052;-0.552914;-100.182624;-4.243551;-0.120149;0.074912
2.864312;-1.187069;-0.045833;-1.799358;0.320516;-1.739083;0.239052;-0.552931;-99.573026;-4.169202;-0.121049;0.066874
2.867572;-1.197180;-0.039572;-1.812303;0.351338;-1.743497;0.239052;-0.552938;-98.616905;-4.083777;-0.122023;0.064144
2.873821;-1.198853;-0.048571;-1.819490;0.358859;-1.736100;0.239052;-0.552940;-98.306850;-4.076784;-0.122167;0.035209
2.868719;-1.193698;-0.044141;-1.794026;0.349467;-1.739951;0.239052;-0.552941;-98.059878;-4.057578;-0.122417;0.024694
2.861731;-1.193813;-0.053689;-1.777458;0.352730;-1.723899;0.239052;-0.552942;-97.708833;-4.033188;-0.122705;0.023399
2.856318;-1.190100;-0.050183;-1.766742;0.337320;-1.720271;0.239052;-0.552942;-97.545572;-4.031766;-0.122753;0.009262
2.846186;-1.179988;-0.053293;-1.765100;0.326358;-1.715290;0.239052;-0.552942;-97.678874;-4.047736;-0.122617;-0.009193
2.839822;-1.175422;-0.051403;-1.772040;0.327615;-1.713489;0.239052;-0.552942;-97.547469;-4.031276;-0.122801;-0.011354
2.830668;-1.170539;-0.056655;-1.773620;0.330351;-1.705806;0.239052;-0.552943;-97.508095;-4.033339;-0.122796;-0.019459
2.823297;-1.169994;-0.050399;-1.767464;0.336324;-1.706129;0.239052;-0.552943;-97.641249;-4.045340;-0.122686;-0.034967
2.818279;-1.168174;-0.051273;-1.766583;0.331631;-1.705174;0.239052;-0.552943;-97.891831;-4.058406;-0.122563;-0.049657
2.802279;-1.165607;-0.053671;-1.773023;0.330548;-1.705942;0.239052;-0.552943;-97.901375;-4.043214;-0.122723;-0.045557
2.797878;-1.163244;-0.052692;-1.775707;0.329477;-1.701072;0.239052;-0.552943;-98.047692;-4.052459;-0.122635;-0.054868
2.792523;-1.158035;-0.053540;-1.782032;0.330564;-1.701165;0.239052;-0.552943;-98.015178;-4.042000;-0.122744;-0.050471
2.783058;-1.154677;-0.053342;-1.782738;0.335012;-1.700698;0.239052;-0.552943;-97.775839;-4.023496;-0.122931;-0.043949
2.769113;-1.152582;-0.053935;-1.778503;0.338625;-1.699816;0.239052;-0.552943;-97.423468;-4.006749;-0.123099;-0.038491
2.759001;-1.154264;-0.052154;-1.777391;0.342485;-1.700647;0.239052;-0.552943;-96.950002;-3.988000;-0.123285;-0.032764
2.752369;-1.153706;-0.054294;-1.777429;0.343095;-1.699391;0.239052;-0.552944;-96.619653;-3.988066;-0.123285;-0.032298
2.748832;-1.150620;-0.052801;-1.778225;0.341214;-1.698232;0.239052;-0.552944;-96.441941;-3.995582;-0.123212;-0.033480
2.743249;-1.147772;-0.055756;-1.776615;0.341932;-1.693761;0.239052;-0.552944;-96.085131;-3.983249;-0.123333;-0.026758
2.734709;-1.142243;-0.056725;-1.771568;0.339047;-1.689155;0.239052;-0.552944;-96.015530;-4.000911;-0.123160;-0.033039
2.729586;-1.131642;-0.053994;-1.767432;0.316200;-1.684096;0.239052;-0.552944;-96.425856;-4.042577;-0.122745;-0.065133
2.725242;-1.123810;-0.055292;-1.775449;0.315241;-1.679037;0.239052;-0.552944;-96.815041;-4.058785;-0.122583;-0.074246
2.714880;-1.114476;-0.059106;-1.778790;0.321623;-1.675920;0.239052;-0.552944;-97.024229;-4.058119;-0.122590;-0.069098
2.708150;-1.112336;-0.054625;-1.777292;0.331442;-1.673549;0.239052;-0.552944;-96.958024;-4.041954;-0.122754;-0.054226
2.700746;-1.112572;-0.055161;-1.770919;0.338384;-1.671319;0.239052;-0.552944;-96.703326;-4.023271;-0.122941;-0.038440
2.692703;-1.115205;-0.055578;-1.761464;0.344277;-1.668757;0.239052;-0.552945;-96.493531;-4.017854;-0.122995;-0.032974
2.684894;-1.109377;-0.053434;-1.752006;0.322317;-1.671855;0.239052;-0.552945;-96.795233;-4.051289;-0.122660;-0.059875
2.681300;-1.110078;-0.049935;-1.763972;0.328232;-1.682983;0.239052;-0.552945;-96.947949;-4.050647;-0.122668;-0.058439
2.683509;-1.108090;-0.051831;-1.783103;0.327819;-1.686589;0.239052;-0.552945;-97.692300;-4.099322;-0.122170;-0.094351
2.685861;-1.103102;-0.051557;-1.797315;0.325757;-1.688555;0.239052;-0.552945;-98.807645;-4.147241;-0.121667;-0.132200
2.692803;-1.100859;-0.049545;-1.820041;0.333092;-1.693917;0.239052;-0.552945;-99.753048;-4.160160;-0.121527;-0.143138
2.698365;-1.092143;-0.063602;-1.831010;0.323833;-1.665215;0.239052;-0.552945;-100.737766;-4.177812;-0.121334;-0.159377
2.696560;-1.090301;-0.053793;-1.826219;0.336738;-1.666702;0.239052;-0.552945;-101.435773;-4.168598;-0.121428;-0.149815
2.689349;-1.094281;-0.055450;-1.806102;0.348224;-1.664541;0.239052;-0.552945;-101.647904;-4.133334;-0.121797;-0.121551
2.677729;-1.093149;-0.057129;-1.775900;0.329776;-1.660560;0.239052;-0.552945;-101.750269;-4.112089;-0.122020;-0.104692
2.666900;-1.088624;-0.058970;-1.763482;0.305109;-1.656236;0.239052;-0.552946;-101.863550;-4.099848;-0.122149;-0.095153
2.656703;-1.086477;-0.055242;-1.767068;0.299172;-1.663436;0.239052;-0.552946;-102.087486;-4.098541;-0.122166;-0.093514
2.649138;-1.083458;-0.059617;-1.776501;0.295435;-1.658054;0.239052;-0.552946;-102.329763;-4.095738;-0.122197;-0.091659
2.641506;-1.079444;-0.050911;-1.785604;0.294596;-1.672729;0.239052;-0.552946;-102.871120;-4.115657;-0.121992;-0.106497
2.632755;-1.068461;-0.041782;-1.792395;0.283699;-1.700441;0.239052;-0.552946;-103.535032;-4.131444;-0.121827;-0.115482
2.622218;-1.056905;-0.056887;-1.796992;0.280978;-1.692530;0.239052;-0.552946;-104.354353;-4.151633;-0.121614;-0.130017
2.613092;-1.043188;-0.043317;-1.803621;0.270376;-1.714787;0.239052;-0.552946;-105.126860;-4.159002;-0.121533;-0.137528
2.604993;-1.035022;-0.054285;-1.817789;0.284197;-1.709622;0.239052;-0.552946;-105.737730;-4.153812;-0.121586;-0.131397
2.592898;-1.029640;-0.055256;-1.813421;0.293265;-1.702713;0.239052;-0.552946;-106.139969;-4.138819;-0.121743;-0.120218
2.580428;-1.025388;-0.050007;-1.805889;0.293157;-1.708874;0.239052;-0.552947;-106.819870;-4.154268;-0.121580;-0.132804
2.565414;-1.020248;-0.046384;-1.797559;0.286168;-1.721795;0.239052;-0.552947;-107.703539;-4.173359;-0.121375;-0.145106
2.550474;-1.012416;-0.053624;-1.794180;0.272063;-1.719292;0.239052;-0.552947;-108.343113;-4.163716;-0.121475;-0.137776
2.531446;-0.999486;-0.058154;-1.783904;0.250025;-1.707419;0.239052;-0.552947;-108.959244;-4.161609;-0.121497;-0.138474
2.508432;-0.986846;-0.064896;-1.780876;0.240651;-1.688107;0.239052;-0.552947;-109.226748;-4.134498;-0.121782;-0.118012
2.490962;-0.980762;-0.057917;-1.797444;0.248808;-1.688851;0.239052;-0.552947;-109.453229;-4.120728;-0.121928;-0.106910
2.478686;-0.970657;-0.049783;-1.814927;0.245317;-1.703096;0.239052;-0.552947;-110.006654;-4.136037;-0.121770;-0.117431
2.461034;-0.961271;-0.057323;-1.814237;0.249355;-1.697092;0.239052;-0.552947;-110.446528;-4.129743;-0.121837;-0.113679
2.442281;-0.951579;-0.049822;-1.808492;0.244973;-1.709054;0.239052;-0.552947;-110.598851;-4.106558;-0.122079;-0.096305
2.421025;-0.945686;-0.061609;-1.804448;0.252590;-1.694761;0.239052;-0.552948;-110.681689;-4.091889;-0.122233;-0.085427
2.402692;-0.935213;-0.071068;-1.806275;0.240884;-1.666254;0.239052;-0.552948;-110.713330;-4.078822;-0.122370;-0.075711
2.375827;-0.927666;-0.057095;-1.792917;0.243018;-1.672150;0.239052;-0.552948;-110.641679;-4.062507;-0.122538;-0.063590
2.349550;-0.920653;-0.055712;-1.782220;0.239775;-1.679847;0.239052;-0.552948;-110.570751;-4.053077;-0.122636;-0.056461
2.322494;-0.913845;-0.057980;-1.776953;0.237604;-1.682706;0.239052;-0.552948;-110.426067;-4.040260;-0.122767;-0.047088
2.292804;-0.909043;-0.055858;-1.759946;0.239257;-1.687590;0.239052;-0.552948;-110.242813;-4.029670;-0.122874;-0.038359
2.269648;-0.903640;-0.057398;-1.763241;0.233417;-1.689228;0.239052;-0.552948;-110.053759;-4.022249;-0.122950;-0.032306
2.248399;-0.892993;-0.046967;-1.774405;0.223496;-1.712443;0.239052;-0.552948;-109.930689;-4.021758;-0.122956;-0.032182
2.228732;-0.884077;-0.059667;-1.790065;0.232780;-1.702746;0.239052;-0.552948;-109.780879;-4.017434;-0.122999;-0.029172
2.208561;-0.876208;-0.055775;-1.796944;0.242466;-1.702024;0.239052;-0.552948;-109.487788;-4.004014;-0.123132;-0.019239
2.196857;-0.872308;-0.066863;-1.816480;0.257181;-1.677010;0.239052;-0.552949;-109.119326;-3.992171;-0.123249;-0.009920
2.180434;-0.864228;-0.060169;-1.820518;0.260815;-1.674920;0.239052;-0.552949;-108.775083;-3.987143;-0.123298;-0.008404
2.164828;-0.853970;-0.060761;-1.822144;0.260082;-1.670173;0.239052;-0.552949;-108.348792;-3.976339;-0.123403;-0.001782
2.148976;-0.850105;-0.070666;-1.822792;0.275335;-1.647957;0.239052;-0.552949;-107.911798;-3.969640;-0.123467;0.002220
2.125996;-0.852042;-0.051641;-1.799240;0.290806;-1.665248;0.239052;-0.552949;-107.416187;-3.960351;-0.123556;0.009751
2.090489;-0.844731;-0.070194;-1.751626;0.270118;-1.644186;0.239052;-0.552949;-106.897712;-3.953200;-0.123623;0.015008
2.071254;-0.841008;-0.069182;-1.768915;0.259377;-1.643373;0.239052;-0.552949;-106.415939;-3.951195;-0.123641;0.012398
2.047511;-0.839222;-0.060429;-1.762987;0.266508;-1.647030;0.239052;-0.552949;-105.985192;-3.952488;-0.123628;0.012823
2.028495;-0.838572;-0.048968;-1.766483;0.270896;-1.672717;0.239052;-0.552949;-105.814620;-3.971868;-0.123440;-0.000315
2.003169;-0.836174;-0.066023;-1.754030;0.272633;-1.658415;0.239052;-0.552950;-105.467135;-3.965595;-0.123501;0.004804
1.973475;-0.839798;-0.059473;-1.738220;0.281790;-1.661969;0.239052;-0.552950;-105.053701;-3.960917;-0.123546;0.007976
1.945986;-0.843762;-0.057535;-1.724168;0.281225;-1.668334;0.239052;-0.552950;-104.698488;-3.963703;-0.123519;0.006786
1.917363;-0.840003;-0.070090;-1.712349;0.261587;-1.649996;0.239052;-0.552950;-104.432574;-3.970955;-0.123449;0.001881
1.890506;-0.842343;-0.055505;-1.717816;0.265204;-1.665658;0.239052;-0.552950;-104.226438;-3.978459;-0.123377;-0.003630
1.871625;-0.838519;-0.067066;-1.736026;0.257258;-1.655712;0.239052;-0.552950;-103.966540;-3.978355;-0.123378;-0.003897
1.847619;-0.842971;-0.055366;-1.746203;0.278148;-1.668726;0.239052;-0.552950;-103.673528;-3.977317;-0.123389;-0.004599
1.824185;-0.850030;-0.061511;-1.737113;0.297068;-1.662509;0.239052;-0.552950;-103.347165;-3.974944;-0.123412;-0.001447
1.804996;-0.851678;-0.076053;-1.733844;0.287477;-1.630323;0.239052;-0.552950;-103.152859;-3.984172;-0.123322;-0.007622
1.780439;-0.859112;-0.055074;-1.725671;0.294021;-1.648708;0.239052;-0.552951;-102.936750;-3.985719;-0.123308;-0.008769
1.746784;-0.862542;-0.054625;-1.698246;0.286534;-1.663848;0.239052;-0.552951;-102.632899;-3.980850;-0.123356;-0.005265
1.724311;-0.861374;-0.066555;-1.701887;0.267977;-1.652156;0.239052;-0.552951;-102.332030;-3.979906;-0.123365;-0.003793
1.701522;-0.854377;-0.043227;-1.711705;0.252747;-1.689376;0.239052;-0.552951;-102.114847;-3.985478;-0.123311;-0.007823
1.678761;-0.855660;-0.039236;-1.729587;0.273813;-1.721402;0.239052;-0.552951;-101.878228;-3.985821;-0.123308;-0.009059
1.650277;-0.850729;-0.043806;-1.723680;0.277615;-1.736411;0.239052;-0.552951;-101.806501;-3.999215;-0.123177;-0.018278
1.618325;-0.842667;-0.056046;-1.711645;0.273254;-1.727061;0.239052;-0.552951;-101.808505;-4.010263;-0.123068;-0.025855
1.583138;-0.802831;-0.082576;-1.702560;0.211670;-1.678534;0.248837;-1.540734;-101.758767;-6.846798;-0.138533;-0.028398
1.558606;-0.796075;-0.072060;-1.727731;0.252833;-1.649927;0.252574;-1.918034;-101.804726;-6.188947;-0.134738;-0.034958
1.531996;-0.792145;-0.076951;-1.716312;0.272197;-1.609033;0.254002;-2.062150;-101.863476;-5.684262;-0.131874;-0.039176
1.498602;-0.778111;-0.062723;-1.693702;0.253740;-1.605251;0.254547;-2.117197;-102.004548;-5.304955;-0.129608;-0.045504
1.472342;-0.771036;-0.056737;-1.707334;0.255161;-1.616119;0.254755;-2.138223;-102.297290;-5.024655;-0.127764;-0.052514
1.449668;-0.773671;-0.068299;-1.711405;0.272621;-1.603085;0.254835;-2.146254;-102.467774;-4.796024;-0.126539;-0.053017
1.423347;-0.776622;-0.065854;-1.693805;0.277458;-1.591931;0.254865;-2.149322;-102.516760;-4.615472;-0.125674;-0.050143
1.405560;-0.779917;-0.071816;-1.690510;0.272994;-1.567537;0.254877;-2.150494;-102.529185;-4.478316;-0.125003;-0.048384
1.385710;-0.786105;-0.061741;-1.692403;0.271838;-1.575866;0.254881;-2.150941;-102.698900;-4.386770;-0.124346;-0.055173
1.352804;-0.783980;-0.051942;-1.661920;0.255960;-1.597836;0.254883;-2.151112;-102.835862;-4.309635;-0.123924;-0.056522
1.332603;-0.787886;-0.057437;-1.677182;0.255148;-1.608049;0.254883;-2.151178;-102.949107;-4.249832;-0.123612;-0.056625
1.307994;-0.778477;-0.053022;-1.689307;0.239261;-1.623368;0.254884;-2.151203;-102.701276;-4.177242;-0.123654;-0.042968
1.281248;-0.781255;-0.063606;-1.695281;0.261271;-1.616402;0.254884;-2.151212;-102.385460;-4.127125;-0.123628;-0.033674
1.254056;-0.781109;-0.060954;-1.676112;0.263741;-1.608562;0.254884;-2.151216;-102.014755;-4.086633;-0.123629;-0.021430
1.227587;-0.782669;-0.062300;-1.672172;0.262138;-1.606034;0.254884;-2.151217;-101.810016;-4.069982;-0.123484;-0.023752
1.202683;-0.776038;-0.058035;-1.671253;0.244742;-1.611287;0.254884;-2.151218;-101.681254;-4.058228;-0.123364;-0.026060
1.175214;-0.775362;-0.060262;-1.663653;0.252982;-1.608158;0.254884;-2.151218;-101.485239;-4.041912;-0.123346;-0.021788
