x; y; z; vx; vy; vz; phi; teta; psi; omegaX; omegaY; omegaZ
0.405107;-2.308370;-0.058900;-1.101977;-2.809713;-2.592714;0.051570;5.462184;28.908294;-3.512755;-0.089559;0.171619
0.426251;-2.315230;-0.037452;-1.016589;-2.737373;-2.637943;0.055787;6.021269;30.906330;-3.578182;-0.085940;0.155196
0.426469;-2.317634;-0.081832;-0.922728;-2.660185;-2.621868;0.061626;6.628160;33.564600;-3.556324;-0.076504;0.188220
0.426701;-2.321011;-0.047914;-0.839550;-2.568463;-2.671469;0.070039;7.218807;36.158296;-3.404442;-0.073571;0.181631
0.425767;-2.337065;-0.046658;-0.770350;-2.441520;-2.723506;0.087127;7.303032;38.817260;-1.846673;-0.072879;0.191070
0.431965;-2.358743;-0.063474;-0.726653;-2.295823;-2.753666;0.104629;7.232528;41.146281;-1.110546;-0.073794;0.183030
0.438005;-2.350673;-0.053711;-0.697221;-2.192031;-2.799721;0.111673;7.547239;43.911980;-2.022065;-0.078297;0.181873
0.440109;-2.335286;-0.062428;-0.676662;-2.107179;-2.817186;0.115864;7.860509;46.697174;-2.633760;-0.078925;0.221843
0.439345;-2.338208;-0.069693;-0.657673;-1.981764;-2.819564;0.126207;7.508103;49.838387;-0.907480;-0.088581;0.262320
0.431836;-2.342800;-0.094689;-0.632845;-1.863052;-2.786945;0.130158;7.373496;51.184057;-1.638166;-0.096686;0.196260
0.426043;-2.350530;-0.073113;-0.642927;-1.772401;-2.812140;0.133831;7.526957;53.206726;-2.163963;-0.100115;0.162336
0.422108;-2.341765;-0.055160;-0.666618;-1.713634;-2.836359;0.136784;7.386821;55.586512;-2.223519;-0.107358;0.153072
0.419072;-2.361538;-0.057779;-0.683180;-1.615979;-2.843213;0.146770;6.712844;57.696884;-0.358233;-0.108193;0.162718
0.420525;-2.387410;-0.046144;-0.709594;-1.525954;-2.864839;0.159900;5.818266;59.590598;1.361625;-0.105823;0.170153
0.426184;-2.379583;-0.043394;-0.740013;-1.527337;-2.882644;0.166481;5.751160;61.580244;-0.432184;-0.097620;0.190381
0.421994;-2.380571;-0.055363;-0.730963;-1.491296;-2.876535;0.170623;5.559960;64.069505;-0.672581;-0.103558;0.218072
0.417604;-2.387090;-0.048376;-0.721996;-1.438347;-2.881050;0.172205;5.486928;65.442957;-1.439654;-0.108154;0.176407
0.410733;-2.391378;-0.049425;-0.721591;-1.400228;-2.878724;0.172809;5.459032;66.883787;-1.991459;-0.111849;0.169105
0.417793;-2.388210;-0.056291;-0.753472;-1.382659;-2.863537;0.174753;5.782333;68.589896;-3.032393;-0.105586;0.168338
0.432712;-2.405950;-0.077388;-0.792545;-1.338158;-2.825157;0.186849;6.343504;70.866160;-3.531481;-0.081660;0.179099
0.432456;-2.412616;-0.045753;-0.816742;-1.326933;-2.840597;0.191469;6.557853;72.051696;-3.634756;-0.091584;0.130431
0.432630;-2.410146;-0.049406;-0.841201;-1.321595;-2.853102;0.193234;6.639728;72.852956;-3.709882;-0.099192;0.100307
0.445195;-2.398226;-0.050886;-0.860330;-1.317343;-2.864946;0.193908;6.671003;73.027961;-3.806498;-0.104544;0.060949
0.449430;-2.391334;-0.052487;-0.879429;-1.320425;-2.872296;0.194165;6.682949;73.393902;-3.841478;-0.109069;0.039959
0.454018;-2.391261;-0.054329;-0.894214;-1.322121;-2.876971;0.194264;6.687512;73.773406;-3.871365;-0.112486;0.025153
0.459491;-2.397742;-0.055178;-0.906679;-1.317935;-2.878948;0.194301;6.689254;74.164393;-3.893253;-0.115102;0.016324
0.466246;-2.400359;-0.056526;-0.918391;-1.322770;-2.879145;0.194316;6.689920;74.684771;-3.900684;-0.117191;0.013688
0.472889;-2.400263;-0.056078;-0.923694;-1.328583;-2.880870;0.194321;6.690174;75.113501;-3.916099;-0.118686;0.006950
0.484787;-2.402675;-0.057119;-0.931360;-1.326816;-2.881242;0.194323;6.690272;75.278937;-3.944407;-0.119661;-0.005089
0.492921;-2.403765;-0.055959;-0.932371;-1.329443;-2.883067;0.194324;6.690309;75.503369;-3.954231;-0.120524;-0.009240
0.501679;-2.403256;-0.069198;-0.942917;-1.331886;-2.847798;0.194324;6.690323;75.945797;-3.947091;-0.121327;0.005211
0.507862;-2.402479;-0.055352;-0.940101;-1.336530;-2.853888;0.194324;6.690328;76.484515;-3.940483;-0.121950;0.015554
0.516250;-2.406020;-0.055399;-0.942307;-1.322725;-2.857370;0.194324;6.690330;76.773093;-3.956917;-0.122215;0.006725
0.526296;-2.407543;-0.055870;-0.949717;-1.321057;-2.859611;0.194324;6.690331;77.082923;-3.960636;-0.122503;0.006035
0.538318;-2.409499;-0.056641;-0.963125;-1.318691;-2.857935;0.194324;6.690331;77.309755;-3.970340;-0.122657;0.001251
0.552020;-2.414167;-0.055164;-0.977068;-1.314387;-2.860824;0.194324;6.690332;77.490219;-3.978855;-0.122763;-0.003431
0.564098;-2.419465;-0.055270;-0.982151;-1.316113;-2.864374;0.194324;6.690332;77.592861;-3.989914;-0.122800;-0.011084
0.576885;-2.424233;-0.057294;-0.984045;-1.320270;-2.865035;0.194324;6.690332;77.689409;-3.996568;-0.122846;-0.015939
0.591354;-2.426828;-0.057536;-0.993617;-1.325300;-2.861977;0.194324;6.690332;77.846834;-3.996851;-0.122928;-0.014835
0.620715;-2.432913;-0.061061;-1.029877;-1.322159;-2.854426;0.194324;6.690332;78.196686;-3.984209;-0.123117;-0.004526
0.638144;-2.434520;-0.056397;-1.022478;-1.343423;-2.862363;0.194324;6.690332;78.328843;-3.996674;-0.123044;-0.013985
0.654769;-2.434368;-0.057326;-1.016994;-1.351609;-2.863983;0.194324;6.690332;78.388133;-4.005414;-0.122996;-0.020567
0.673020;-2.432682;-0.040109;-1.012216;-1.355975;-2.903661;0.194324;6.690332;78.512069;-4.005061;-0.123028;-0.019916
0.687477;-2.433829;-0.054337;-0.994938;-1.345691;-2.903666;0.194324;6.690332;78.553474;-4.012943;-0.122973;-0.025981
0.697457;-2.430092;-0.055056;-0.979324;-1.345900;-2.899431;0.194324;6.690332;78.748516;-4.004891;-0.123069;-0.019586
0.708834;-2.425670;-0.059832;-0.967476;-1.338320;-2.888112;0.194324;6.690332;79.006591;-3.998399;-0.123146;-0.016045
0.725352;-2.423890;-0.059865;-0.974744;-1.324511;-2.875609;0.194324;6.690332;79.187372;-4.001145;-0.123129;-0.017909
0.744919;-2.424846;-0.057465;-0.993043;-1.314786;-2.869729;0.194324;6.690332;79.306848;-4.005663;-0.123092;-0.021000
0.765544;-2.427714;-0.061061;-1.006134;-1.313589;-2.861064;0.194324;6.690332;79.381290;-4.010760;-0.123048;-0.024932
0.781831;-2.427253;-0.055944;-1.008062;-1.325363;-2.864580;0.194324;6.690332;79.857856;-3.982766;-0.123326;-0.004103
0.795191;-2.425993;-0.056960;-0.999613;-1.328656;-2.865351;0.194324;6.690332;80.397060;-3.968237;-0.123470;0.007194
0.811408;-2.428745;-0.059262;-0.998787;-1.313522;-2.860204;0.194324;6.690332;80.827088;-3.967262;-0.123481;0.008302
0.841026;-2.391575;-0.078196;-1.030155;-1.391923;-2.818183;0.191099;7.855748;81.683057;-7.741912;-0.123507;0.037381
0.862788;-2.391587;-0.059181;-1.022146;-1.348028;-2.837072;0.189868;8.300897;82.167466;-6.855173;-0.123572;0.026588
0.884695;-2.395802;-0.052262;-1.044634;-1.319571;-2.862911;0.189397;8.470929;82.541464;-6.175351;-0.123635;0.020398
0.899393;-2.396680;-0.051941;-1.059438;-1.319568;-2.883439;0.189217;8.535876;82.979282;-5.647907;-0.123782;0.020685
0.920545;-2.400424;-0.056511;-1.088575;-1.313606;-2.890939;0.189149;8.560683;83.214269;-5.262331;-0.123625;0.009069
0.937731;-2.406609;-0.057596;-1.106885;-1.313851;-2.894633;0.189122;8.570159;83.489796;-4.958766;-0.123616;0.007619
0.954850;-2.407108;-0.064324;-1.117312;-1.332020;-2.887658;0.189112;8.573778;83.899947;-4.717763;-0.123709;0.011644
0.972588;-2.411253;-0.063717;-1.120986;-1.331596;-2.883692;0.189109;8.575160;84.099384;-4.553677;-0.123535;0.000868
0.990847;-2.412048;-0.057884;-1.122635;-1.339514;-2.893419;0.189107;8.575689;84.477233;-4.408565;-0.123621;0.006413
1.001556;-2.410364;-0.056061;-1.108434;-1.344727;-2.902811;0.189107;8.575890;84.925246;-4.297538;-0.123680;0.013378
1.015065;-2.407881;-0.058383;-1.100596;-1.337886;-2.906220;0.189106;8.575967;85.264476;-4.223075;-0.123611;0.008995
1.031864;-2.405474;-0.059539;-1.105800;-1.329103;-2.904280;0.189106;8.575997;85.545515;-4.167468;-0.123542;0.005262
1.047515;-2.401532;-0.058080;-1.110274;-1.329002;-2.905138;0.189106;8.576008;85.961240;-4.113014;-0.123610;0.012001
1.063597;-2.399830;-0.057994;-1.114105;-1.321572;-2.906388;0.189106;8.576012;86.227262;-4.086768;-0.123504;0.005019
1.072699;-2.401177;-0.075175;-1.104065;-1.311184;-2.870344;0.189106;8.576014;86.680325;-4.048084;-0.123609;0.014390
1.085078;-2.394511;-0.058276;-1.106422;-1.320824;-2.877967;0.189106;8.576014;87.187364;-4.019844;-0.123673;0.020037
1.099923;-2.389044;-0.057602;-1.111818;-1.317188;-2.884509;0.189106;8.576015;87.690659;-4.000119;-0.123702;0.024156
1.115382;-2.382937;-0.057528;-1.117004;-1.314276;-2.890220;0.189106;8.576015;88.194693;-3.984879;-0.123725;0.026639
1.133127;-2.379147;-0.057090;-1.127865;-1.305008;-2.895194;0.189106;8.576015;88.479984;-3.989980;-0.123579;0.015521
1.149620;-2.373477;-0.055205;-1.135654;-1.307345;-2.903310;0.189106;8.576015;88.871128;-3.979420;-0.123608;0.018157
1.161659;-2.361920;-0.057719;-1.130959;-1.320278;-2.904683;0.189106;8.576015;89.385035;-3.965058;-0.123691;0.024986
1.173924;-2.351834;-0.059761;-1.122211;-1.312945;-2.902961;0.189106;8.576015;89.891291;-3.958237;-0.123713;0.025756
1.189702;-2.345765;-0.057859;-1.128911;-1.295408;-2.902511;0.189106;8.576015;90.300621;-3.960209;-0.123660;0.022358
1.204902;-2.337704;-0.057791;-1.139804;-1.294051;-2.900920;0.189106;8.576015;90.554901;-3.970743;-0.123533;0.012822
1.219701;-2.333738;-0.056657;-1.148321;-1.285284;-2.902503;0.189106;8.576015;90.653200;-3.986185;-0.123363;-0.000580
1.239019;-2.321312;-0.061645;-1.164598;-1.302997;-2.895273;0.189106;8.576015;90.945051;-3.978683;-0.123423;0.003754
1.248198;-2.313869;-0.059070;-1.147123;-1.301493;-2.896258;0.189106;8.576015;91.037494;-3.993792;-0.123264;-0.008728
1.260044;-2.308161;-0.058742;-1.143238;-1.290647;-2.895958;0.189106;8.576015;91.113645;-4.000771;-0.123188;-0.014618
1.293796;-2.297989;-0.069653;-1.142298;-1.280531;-2.897226;0.189106;8.576015;91.277914;-4.002508;-0.123165;-0.016224
1.308416;-2.293624;-0.057038;-1.146327;-1.274422;-2.900429;0.189106;8.576015;91.376473;-4.007815;-0.123109;-0.020885
1.321430;-2.290259;-0.057159;-1.155040;-1.272350;-2.900701;0.189106;8.576015;91.410654;-4.014859;-0.123036;-0.026619
1.334553;-2.286622;-0.053219;-1.162104;-1.275149;-2.910250;0.189106;8.576015;91.456268;-4.017501;-0.123008;-0.028840
1.346045;-2.280709;-0.060594;-1.163462;-1.283118;-2.902137;0.189106;8.576015;91.563284;-4.015183;-0.123029;-0.027053
1.357695;-2.276923;-0.058497;-1.161472;-1.280632;-2.901209;0.189106;8.576015;91.669156;-4.015282;-0.123027;-0.027220
1.373967;-2.275045;-0.058449;-1.169938;-1.273949;-2.901105;0.189106;8.576015;91.717371;-4.019708;-0.122982;-0.030800
1.389215;-2.271866;-0.055566;-1.176232;-1.277638;-2.906919;0.189106;8.576015;91.859771;-4.014257;-0.123035;-0.026767
1.403044;-2.273811;-0.061447;-1.176487;-1.267972;-2.900136;0.189106;8.576015;91.788584;-4.029066;-0.122887;-0.038085
1.423961;-2.273437;-0.058013;-1.196593;-1.271802;-2.901272;0.189106;8.576015;91.461318;-4.053619;-0.122640;-0.057003
1.442972;-2.274375;-0.055187;-1.201013;-1.280313;-2.910815;0.189106;8.576015;91.000379;-4.075048;-0.122422;-0.071711
1.473646;-2.272947;-0.066538;-1.238279;-1.294112;-2.891185;0.189106;8.576015;90.558341;-4.086081;-0.122309;-0.082237
1.490414;-2.271426;-0.057465;-1.220121;-1.317843;-2.902144;0.189106;8.576015;90.204390;-4.088377;-0.122284;-0.084080
1.503014;-2.274393;-0.064706;-1.191069;-1.312059;-2.895867;0.189106;8.576015;89.653860;-4.107528;-0.122086;-0.098685
1.513716;-2.275751;-0.061823;-1.166294;-1.308894;-2.896353;0.189106;8.576015;89.328656;-4.099440;-0.122168;-0.092088
1.528482;-2.274799;-0.058039;-1.160226;-1.305978;-2.900891;0.189106;8.576015;89.094365;-4.092901;-0.122235;-0.087290
1.545506;-2.274709;-0.058120;-1.163201;-1.301910;-2.902789;0.189106;8.576015;88.849948;-4.091299;-0.122251;-0.086723
1.559041;-2.270470;-0.058420;-1.155962;-1.312735;-2.905169;0.189106;8.576015;88.901670;-4.067410;-0.122495;-0.068453
1.570922;-2.271608;-0.058880;-1.143794;-1.300889;-2.905942;0.189106;8.576015;89.001074;-4.054092;-0.122630;-0.058172
1.601969;-2.264551;-0.066370;-1.156327;-1.305178;-2.903093;0.189106;8.576015;89.299040;-4.034896;-0.122824;-0.042422
1.622828;-2.264189;-0.057534;-1.161508;-1.297707;-2.907270;0.189106;8.576015;89.302243;-4.043680;-0.122737;-0.048910
1.656738;-2.266388;-0.070768;-1.168072;-1.286308;-2.894042;0.189106;8.576015;89.201041;-4.050239;-0.122671;-0.054448
1.671757;-2.262880;-0.060107;-1.165473;-1.305208;-2.894237;0.189106;8.576015;89.352778;-4.032570;-0.122849;-0.041079
1.689448;-2.259670;-0.056734;-1.160233;-1.307292;-2.904212;0.189106;8.576015;89.529819;-4.024465;-0.122930;-0.036027
1.710868;-2.261578;-0.050343;-1.173819;-1.293041;-2.922196;0.189106;8.576015;89.645726;-4.023646;-0.122939;-0.034919
1.731957;-2.257101;-0.051000;-1.184114;-1.306042;-2.934612;0.189106;8.576015;89.818697;-4.016911;-0.123006;-0.029810
1.747672;-2.254951;-0.055878;-1.175316;-1.306000;-2.935750;0.189106;8.576015;90.135304;-4.002497;-0.123148;-0.019254
1.764812;-2.257136;-0.057004;-1.174898;-1.290596;-2.932746;0.189106;8.576015;90.344402;-4.003823;-0.123135;-0.019943
1.775650;-2.262612;-0.076521;-1.165054;-1.276711;-2.889861;0.189106;8.576015;90.589665;-3.998959;-0.123183;-0.016127
1.793736;-2.262173;-0.044612;-1.176964;-1.282609;-2.921132;0.189106;8.576015;90.809969;-3.998190;-0.123190;-0.015619
1.812196;-2.261785;-0.055787;-1.183392;-1.283875;-2.923829;0.189106;8.576015;91.005594;-3.998755;-0.123185;-0.016359
1.828711;-2.262772;-0.060363;-1.187605;-1.281722;-2.915122;0.189106;8.576015;91.240007;-3.995516;-0.123216;-0.013271
1.855695;-2.222337;-0.073098;-1.211603;-1.371368;-2.884976;0.188160;9.718009;91.714092;-7.652500;-0.127655;0.002466
1.876418;-2.218310;-0.049782;-1.196050;-1.323760;-2.921740;0.187798;10.154212;92.201219;-6.774742;-0.126951;0.006608
1.894296;-2.218896;-0.048974;-1.214053;-1.290508;-2.949110;0.187660;10.320827;92.631521;-6.109177;-0.126284;0.008759
1.909435;-2.215460;-0.057167;-1.237120;-1.288862;-2.954026;0.187608;10.384468;93.010504;-5.603142;-0.125710;0.007626
1.927230;-2.216317;-0.056628;-1.268648;-1.283223;-2.958352;0.187587;10.408777;93.248579;-5.226067;-0.125124;0.001191
1.944571;-2.213383;-0.059282;-1.288612;-1.299613;-2.960548;0.187580;10.418062;93.639375;-4.922069;-0.124871;0.006662
1.965964;-2.211815;-0.057781;-1.308004;-1.305580;-2.967024;0.187577;10.421608;93.901396;-4.704321;-0.124489;0.000946
1.984877;-2.208649;-0.057372;-1.319724;-1.316541;-2.972550;0.187576;10.422963;94.333412;-4.521141;-0.124385;0.011262
2.002791;-2.209161;-0.065227;-1.314542;-1.311284;-2.967959;0.187575;10.423480;94.650250;-4.395070;-0.124142;0.005680
2.015018;-2.208352;-0.061921;-1.304059;-1.308172;-2.967184;0.187575;10.423678;95.123479;-4.283409;-0.124117;0.013280
2.036918;-2.196055;-0.054113;-1.323217;-1.325292;-2.979940;0.187575;10.423754;95.802623;-4.186901;-0.124206;0.029586
2.052938;-2.187458;-0.056779;-1.311279;-1.316735;-2.988701;0.187575;10.423782;96.377562;-4.127184;-0.124124;0.027707
2.063500;-2.178518;-0.060675;-1.299295;-1.306372;-2.984528;0.187575;10.423793;96.954134;-4.078402;-0.124089;0.030432
2.075286;-2.168664;-0.055116;-1.299283;-1.296126;-2.989925;0.187575;10.423798;97.312987;-4.057887;-0.123894;0.020862
2.087736;-2.160643;-0.057957;-1.304601;-1.284323;-2.987665;0.187575;10.423799;97.449378;-4.052899;-0.123638;0.005447
2.102705;-2.150625;-0.060703;-1.321145;-1.287912;-2.978150;0.187575;10.423800;97.627479;-4.039408;-0.123538;0.001537
2.117282;-2.141225;-0.056823;-1.327334;-1.290309;-2.982419;0.187575;10.423800;97.765181;-4.033411;-0.123420;-0.005354
2.132468;-2.133487;-0.056171;-1.335957;-1.289719;-2.986247;0.187575;10.423800;97.934374;-4.025255;-0.123364;-0.007325
2.148067;-2.126379;-0.056802;-1.345367;-1.290243;-2.987698;0.187575;10.423800;98.182297;-4.013943;-0.123372;-0.004241
2.161290;-2.120210;-0.061120;-1.346854;-1.289241;-2.979410;0.187575;10.423800;98.450246;-4.006067;-0.123370;-0.002450
2.175403;-2.113347;-0.056789;-1.345978;-1.286979;-2.985445;0.187575;10.423800;98.681502;-4.003431;-0.123335;-0.005203
2.191938;-2.106722;-0.056806;-1.356906;-1.284576;-2.987555;0.187575;10.423800;98.815728;-4.007748;-0.123246;-0.011502
2.207511;-2.099731;-0.051062;-1.363074;-1.287157;-3.002820;0.187575;10.423800;98.830286;-4.017340;-0.123116;-0.021551
2.220463;-2.092275;-0.053186;-1.358699;-1.288348;-3.010923;0.187575;10.423800;98.824605;-4.022727;-0.123035;-0.027549
2.234383;-2.085602;-0.054735;-1.353434;-1.282593;-3.015245;0.187575;10.423800;98.745189;-4.031861;-0.122924;-0.035131
2.253106;-2.078687;-0.057584;-1.360661;-1.279995;-3.012928;0.187575;10.423800;98.549499;-4.045527;-0.122771;-0.045131
2.272293;-2.073023;-0.055054;-1.370807;-1.282786;-3.014889;0.187575;10.423800;98.260830;-4.059636;-0.122617;-0.056345
2.288710;-2.064871;-0.056277;-1.370380;-1.294957;-3.015537;0.187575;10.423800;98.055378;-4.061397;-0.122590;-0.058410
2.305014;-2.058064;-0.054279;-1.370865;-1.299702;-3.019011;0.187575;10.423800;97.786041;-4.069988;-0.122496;-0.066679
2.314370;-2.049709;-0.059792;-1.351969;-1.306641;-3.011419;0.187575;10.423800;97.689787;-4.061590;-0.122575;-0.061010
2.325202;-2.039878;-0.054886;-1.337431;-1.304792;-3.015380;0.187575;10.423800;97.632703;-4.057215;-0.122616;-0.058133
2.336992;-2.030296;-0.049928;-1.333086;-1.301544;-3.026396;0.187575;10.423800;97.342147;-4.072699;-0.122455;-0.071613
2.350264;-2.019779;-0.055031;-1.334228;-1.302800;-3.023219;0.187575;10.423800;96.962986;-4.084458;-0.122332;-0.081524
2.367527;-2.017390;-0.055570;-1.341705;-1.288082;-3.020461;0.187575;10.423800;96.485074;-4.098328;-0.122187;-0.092303
2.385735;-2.021600;-0.048948;-1.352171;-1.277824;-3.032021;0.187575;10.423800;96.034717;-4.103965;-0.122127;-0.096140
2.400511;-2.020430;-0.055010;-1.356002;-1.294786;-3.029073;0.187575;10.423800;95.619178;-4.106427;-0.122099;-0.097431
2.418884;-2.025831;-0.063644;-1.364217;-1.289667;-3.008455;0.187575;10.423800;95.233579;-4.107049;-0.122091;-0.098824
2.430281;-2.020032;-0.061327;-1.351596;-1.322993;-3.000263;0.187575;10.423800;95.130186;-4.087091;-0.122295;-0.083442
2.445954;-2.017692;-0.054894;-1.338396;-1.321163;-3.008621;0.187575;10.423800;95.042052;-4.078833;-0.122379;-0.076856
2.466062;-2.015976;-0.056657;-1.340959;-1.315405;-3.009491;0.187575;10.423800;94.996809;-4.069724;-0.122473;-0.069840
2.487812;-2.014088;-0.053685;-1.351174;-1.315590;-3.015596;0.187575;10.423800;94.895688;-4.068235;-0.122488;-0.069049
2.504432;-2.012326;-0.048788;-1.342703;-1.319266;-3.031607;0.187575;10.423800;94.791059;-4.065749;-0.122514;-0.066903
2.526543;-2.012156;-0.044632;-1.351603;-1.313804;-3.052143;0.187575;10.423800;94.663583;-4.065479;-0.122517;-0.066773
2.547474;-2.015432;-0.044464;-1.353194;-1.308244;-3.067071;0.187575;10.423800;94.474048;-4.069311;-0.122478;-0.068956
2.565850;-2.011684;-0.054629;-1.355639;-1.323559;-3.058074;0.187575;10.423800;94.439851;-4.058683;-0.122586;-0.060899
2.584167;-2.006795;-0.052590;-1.348307;-1.331024;-3.057165;0.187575;10.423800;94.395264;-4.055843;-0.122615;-0.058661
2.603601;-2.005629;-0.057002;-1.347865;-1.323657;-3.045979;0.187575;10.423800;94.429843;-4.047374;-0.122701;-0.052081
2.617128;-2.003204;-0.049313;-1.334742;-1.325085;-3.053870;0.187575;10.423800;94.567592;-4.035371;-0.122822;-0.042690
2.630595;-1.996372;-0.055031;-1.324049;-1.327817;-3.047289;0.187575;10.423800;94.658228;-4.032760;-0.122848;-0.040915
2.646805;-1.996049;-0.052651;-1.318050;-1.309366;-3.046873;0.187575;10.423800;94.516672;-4.047028;-0.122705;-0.050886
2.663463;-1.988572;-0.062863;-1.322616;-1.318667;-3.024702;0.187575;10.423800;94.675436;-4.028411;-0.122892;-0.037569
2.677957;-1.988823;-0.066843;-1.314314;-1.305921;-3.003673;0.187575;10.423800;94.817322;-4.024158;-0.122934;-0.035005
2.692352;-1.984853;-0.054277;-1.311815;-1.308289;-3.009101;0.187575;10.423800;94.921873;-4.023255;-0.122943;-0.034607
2.706703;-1.981417;-0.057094;-1.312809;-1.305812;-3.006253;0.187575;10.423800;95.172796;-4.010358;-0.123071;-0.024654
2.720250;-1.983079;-0.061426;-1.313151;-1.291752;-2.994652;0.187575;10.423800;95.370661;-4.008778;-0.123087;-0.023270
2.737073;-1.979688;-0.064217;-1.324585;-1.298359;-2.980097;0.187575;10.423800;95.569694;-4.005940;-0.123115;-0.021163
2.751823;-1.971796;-0.055507;-1.321863;-1.311358;-2.989131;0.187575;10.423800;95.856271;-3.997142;-0.123201;-0.015713
2.767534;-1.969085;-0.043193;-1.322110;-1.300706;-3.020680;0.187575;10.423800;95.925463;-4.009508;-0.123079;-0.024829
2.781496;-1.964183;-0.054226;-1.322272;-1.299614;-3.021295;0.187575;10.423800;95.859581;-4.022910;-0.122946;-0.034469
2.788089;-1.955715;-0.054002;-1.308659;-1.308761;-3.021389;0.187575;10.423800;96.114246;-4.004864;-0.123125;-0.019942
2.796070;-1.952708;-0.063441;-1.298650;-1.290458;-3.002834;0.187575;10.423800;96.404609;-3.997648;-0.123196;-0.014918
2.808181;-1.945683;-0.061739;-1.301097;-1.286208;-2.994556;0.187575;10.423800;96.425017;-4.013719;-0.123037;-0.025972
2.828520;-1.939449;-0.057961;-1.325330;-1.286309;-2.991513;0.187575;10.423800;96.225096;-4.034900;-0.122826;-0.041837
2.842323;-1.929952;-0.053763;-1.328514;-1.305326;-2.999195;0.187575;10.423800;96.159345;-4.034481;-0.122830;-0.041800
2.853761;-1.923526;-0.054290;-1.320930;-1.305794;-3.005019;0.187575;10.423800;95.904782;-4.052384;-0.122651;-0.056005
2.865627;-1.917877;-0.052671;-1.318797;-1.304989;-3.011842;0.187575;10.423800;95.653978;-4.060284;-0.122571;-0.063125
2.872369;-1.909928;-0.052768;-1.302488;-1.308616;-3.017725;0.187575;10.423800;95.678452;-4.045567;-0.122720;-0.052235
2.920227;-1.893579;-0.067064;-1.303581;-1.286791;-3.016346;0.187575;10.423800;95.566273;-4.049190;-0.122683;-0.055278
2.935276;-1.887838;-0.051230;-1.315287;-1.293469;-3.021123;0.187575;10.423800;95.627910;-4.038280;-0.122793;-0.045556
2.954226;-1.881527;-0.055483;-1.317109;-1.288505;-3.021478;0.187575;10.423800;95.381569;-4.058324;-0.122591;-0.061254
2.969816;-1.881139;-0.052546;-1.330282;-1.288607;-3.023425;0.187575;10.423800;95.087015;-4.068369;-0.122489;-0.069967
2.980588;-1.878626;-0.047572;-1.329087;-1.302679;-3.037226;0.187575;10.423800;94.832978;-4.071568;-0.122457;-0.072949
2.989499;-1.870477;-0.053902;-1.309815;-1.311710;-3.038800;0.187575;10.423800;94.677429;-4.067727;-0.122495;-0.067977
3.001589;-1.863166;-0.054246;-1.300914;-1.299197;-3.037828;0.187575;10.423800;94.031547;-4.095209;-0.122214;-0.091916
3.012238;-1.866661;-0.050617;-1.302929;-1.288308;-3.039934;0.187575;10.423800;93.209653;-4.124802;-0.121905;-0.116141
3.021787;-1.861096;-0.051443;-1.304161;-1.315357;-3.039666;0.187575;10.423800;92.941696;-4.100501;-0.122155;-0.096578
3.030556;-1.856985;-0.052707;-1.286178;-1.319664;-3.041122;0.187575;10.423800;92.614680;-4.102362;-0.122135;-0.091727
3.036083;-1.856773;-0.049525;-1.266392;-1.312529;-3.044965;0.187575;10.423800;92.315702;-4.099962;-0.122160;-0.085836
3.045229;-1.858920;-0.049832;-1.256000;-1.303440;-3.045645;0.187575;10.423800;91.978990;-4.101789;-0.122141;-0.080854
3.051248;-1.858680;-0.051745;-1.250644;-1.301679;-3.042772;0.187575;10.423800;91.524371;-4.110994;-0.122046;-0.082470
3.055049;-1.854294;-0.051968;-1.243254;-1.306387;-3.040730;0.187575;10.423800;91.415688;-4.088516;-0.122277;-0.072089
3.055489;-1.847976;-0.050282;-1.233256;-1.310642;-3.040075;0.187575;10.423800;91.715766;-4.050432;-0.122664;-0.054013
3.058131;-1.845712;-0.051479;-1.230362;-1.302225;-3.035988;0.187575;10.423800;91.886225;-4.042918;-0.122741;-0.048194
3.060146;-1.842595;-0.048891;-1.228840;-1.299297;-3.037741;0.187575;10.423800;92.181386;-4.023960;-0.122932;-0.033749
3.059542;-1.836759;-0.052577;-1.223980;-1.295114;-3.033541;0.187575;10.423800;92.759685;-3.991559;-0.123252;-0.021378
3.063188;-1.831688;-0.050816;-1.232118;-1.291549;-3.030499;0.187575;10.423800;93.520592;-3.961043;-0.123548;0.008518
3.065330;-1.828826;-0.050828;-1.234623;-1.280671;-3.028499;0.187575;10.423800;94.073700;-3.958824;-0.123569;0.011798
3.067493;-1.826075;-0.051346;-1.241436;-1.273515;-3.024983;0.187575;10.423800;94.787606;-3.938784;-0.123760;0.030934
3.068817;-1.824494;-0.049942;-1.247170;-1.264176;-3.025377;0.187575;10.423800;95.614739;-3.919454;-0.123941;0.046549
3.068414;-1.821017;-0.049026;-1.251760;-1.260185;-3.027193;0.187575;10.423800;96.272089;-3.920941;-0.123924;0.045800
3.067709;-1.819714;-0.051305;-1.257078;-1.248765;-3.023623;0.187575;10.423800;96.947600;-3.915724;-0.123972;0.049312
3.069116;-1.819658;-0.059414;-1.270786;-1.238539;-3.002214;0.187575;10.423800;97.828866;-3.896494;-0.124150;0.066208
3.072010;-1.819762;-0.048053;-1.287452;-1.233429;-3.011420;0.187575;10.423800;98.501789;-3.903749;-0.124078;0.061016
3.069162;-1.814237;-0.052115;-1.289223;-1.244472;-3.010122;0.187575;10.423800;99.461170;-3.881240;-0.124286;0.079631
